place,category,x,y,address
취미가,"문화,예술 > 문화시설 > 전시관",37.5589185096478,126.914287584268,서울 마포구 성산동 240-31
아트버디 홍대점,"문화,예술 > 문화시설 > 전시관",37.5549794822028,126.916994658095,서울 마포구 서교동 464-41
어거스트 엘리오,"문화,예술 > 문화시설 > 공연장,연극극장",37.5559151297282,126.903326724409,서울 마포구 망원동 409-41
공간파운드,"문화,예술 > 문화시설 > 공연장,연극극장",37.5530750369419,126.905367448227,서울 마포구 망원동 394-20
닻올림,"문화,예술 > 문화시설 > 공연장,연극극장",37.5471537511983,126.922806221671,서울 마포구 상수동 328-14
유니아트홀,"문화,예술 > 문화시설 > 전시관",37.5455719181006,126.917937515278,서울 마포구 합정동 358-6
근원지,"문화,예술 > 문화시설 > 전시관",37.54574343493862,126.92106050623232,서울 마포구 당인동 30-1
CJ아지트 광흥창,"문화,예술 > 문화시설 > 공연장,연극극장",37.544246399824,126.930327330763,서울 마포구 신정동 96-29
틸라 그라운드,"문화,예술 > 문화시설 > 공연장,연극극장",37.5453951671995,126.924455617491,서울 마포구 상수동 354-12
KT&G상상마당 홍대,"문화,예술 > 문화시설 > 공연장,연극극장",37.5510088755674,126.921068533254,서울 마포구 서교동 367-5
띠아트,"문화,예술 > 문화시설 > 전시관",37.5528047367104,126.922690619283,서울 마포구 서교동 358-121
롤링홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.548521510366,126.920161326794,서울 마포구 서교동 402-22
윤형빈소극장 홍대점,"문화,예술 > 문화시설 > 공연장,연극극장",37.5521342054393,126.922402732682,서울 마포구 서교동 364-31
스페이스브릭,"문화,예술 > 문화시설 > 공연장,연극극장",37.5512043681761,126.919696744088,서울 마포구 서교동 395-15
벨로주 홍대,"문화,예술 > 문화시설 > 공연장,연극극장",37.5524309259852,126.918817238433,서울 마포구 서교동 372-6
플렉스라운지,"문화,예술 > 문화시설 > 공연장,연극극장",37.5525211376372,126.918980103803,서울 마포구 서교동 372-5
KT&G 상상마당시네마,"문화,예술 > 영화,영상 > 영화관",37.5510160623612,126.921036839018,서울 마포구 서교동 367-5
공공일클럽,"문화,예술 > 문화시설 > 공연장,연극극장",37.5509999967189,126.924015401066,서울 마포구 서교동 360-18
얼라이브홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5487046363934,126.919165295887,서울 마포구 서교동 401-6
메타코미디클럽 홍대,"문화,예술 > 문화시설 > 공연장,연극극장",37.5512718321649,126.92360319715,서울 마포구 서교동 361-18
프리즘홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5516587624754,126.917505331821,서울 마포구 서교동 395-152
베짱이홀,"문화,예술 > 문화시설 > 공연장,연극극장",37.5484791788445,126.921528378505,서울 마포구 상수동 313-3
